gene	module
GPRC5A	lightcyan
GPRC5B	grey
GPRC5C	greenyellow
GPRIN2	grey
GPS1	grey
GPS2	grey
GPSM1	lightcyan
GPSM2	grey
GPSM3	grey
GPT	grey
GPT2	brown
GPX1	royalblue
GPX2	brown
GPX3	grey
GPX4	grey
GPX7	grey
GPX8	grey
GRAMD1A	grey
GRAMD1B	grey
GRAMD1C	green
GRAMD2	darkred
GRAMD3	grey
GRAMD4	grey
GRAP	turquoise
GRB10	pink
GRB2	cyan
GRB7	grey
GRHL1	brown
GRHL2	darkred
GRHL3	brown
GRHPR	grey
GRID2IP	turquoise
GRIK2	grey
GRIK5	turquoise
GRIN2A	grey
GRIN2D	turquoise
GRIN3B	red
GRINA	grey
GRIP1	yellow
GRIPAP1	greenyellow
GRK4	grey
GRK5	yellow
GRK6	grey
GRM4	grey
GRM7	green
GRN	yellow
GRPEL1	grey
GRPEL2	grey
GRSF1	grey
GRTP1	grey
GRWD1	greenyellow
GSDMB	grey
GSDMC	brown
GSDMD	grey
GSG2	turquoise
GSK3A	grey
GSK3B	yellow
GSN	brown
GSPT1	greenyellow
GSPT2	turquoise
GSR	grey
GSS	yellow
GSTA1	black
GSTA2	green
GSTA3	green
GSTA4	grey
GSTCD	grey
GSTK1	brown
GSTM2P1	turquoise
GSTM3	turquoise
GSTM4	grey
GSTO1	blue
GSTO2	grey
GSTP1	grey
GSTT1	grey
GSTZ1	salmon
GTDC1	grey
GTF2A1	cyan
GTF2A2	blue
GTF2B	black
GTF2E1	grey
GTF2E2	blue
GTF2F1	salmon
GTF2F2	blue
GTF2H1	grey
GTF2H3	grey
GTF2H4	grey
GTF2H5	blue
GTF2I	grey
GTF2IRD1	greenyellow
GTF3A	grey
GTF3C1	lightyellow
GTF3C2	lightyellow
GTF3C3	blue
GTF3C4	lightyellow
GTF3C5	grey
GTF3C6	grey
GTPBP1	grey
GTPBP10	blue
GTPBP2	lightcyan
GTPBP3	grey
GTPBP4	grey
GTPBP5	grey
GTPBP6	grey
GTPBP8	grey
GTSF1	grey
GTSF1L	turquoise
GUCY1A3	grey
GUCY1B3	grey
GUCY2F	grey
GUF1	grey
GUK1	grey
GULP1	grey
GUSB	grey
GUSBP1	grey
GUSBP2	blue
GUSBP5	turquoise
GXYLT1	grey
GXYLT2	grey
GYG2	grey
GYG2P1	grey
GYLTL1B	yellow
GYPC	grey
GYS1	greenyellow
GYS2	grey
GZF1	grey
GZMB	brown
H19	grey
H1F0	grey
H1FNT	turquoise
H1FX	darkred
H2AFJ	turquoise
H2AFV	grey
H2AFX	grey
H2AFY	salmon
H2AFY2	yellow
H2AFZ	blue
H3F3B	grey
H3F3C	turquoise
H6PD	greenyellow
HAAO	grey
HABP2	grey
HABP4	grey
HACE1	blue
HACL1	black
HADH	grey
HADHA	grey
HADHB	grey
HAGH	grey
HAGHL	green
HAL	turquoise
HAPLN3	pink
HARBI1	darkred
HARS	grey
HARS2	grey
HAS2	brown
HAS3	brown
HAT1	blue
HAUS1	blue
HAUS2	grey
HAUS3	grey
HAUS4	grey
HAUS5	red
HAUS6	grey
HAUS7	salmon
HAUS8	turquoise
HAX1	blue
HBB	green
HBEGF	pink
HBS1L	blue
LAMTOR5	blue
HCAR1	turquoise
HCAR2	turquoise
HCCS	grey
HCFC1	greenyellow
HCFC1R1	grey
HCFC2	black
HCG26	turquoise
HCG4	turquoise
HCG4B	turquoise
HCK	grey
HCLS1	darkred
HCN3	yellow
HCN4	grey
HCST	grey
HDAC1	grey
HDAC10	grey
HDAC11	grey
HDAC2	blue
HDAC3	grey
HDAC4	greenyellow
HDAC5	salmon
HDAC6	greenyellow
HDAC7	grey
HDAC8	grey
HDAC9	grey
HDDC2	blue
HDDC3	turquoise
HDGF	grey
HDGFRP2	salmon
HDGFRP3	blue
HDHD1	grey
HDHD2	grey
HDHD3	yellow
HDLBP	greenyellow
HDX	blue
HEATR1	grey
HEATR2	darkred
HEATR3	blue
HEATR4	grey
HEATR5A	green
HEATR5B	darkred
HEATR6	darkred
HEATR7A	grey
HEATR8	turquoise
HEBP1	pink
HEBP2	turquoise
HECA	greenyellow
HECTD1	grey
HECTD2	grey
HECTD3	yellow
HECW2	grey
HEG1	lightcyan
HELB	grey
HELLS	grey
HELQ	grey
HELZ	grey
HEMK1	grey
HENMT1	black
HEPACAM2	grey
HEPHL1	grey
HERC1	grey
HERC2	greenyellow
HERC2P4	turquoise
HERC2P7	black
HERC3	grey
HERC4	grey
HERC5	turquoise
HERC6	brown
HERPUD1	grey60
HERPUD2	grey
HES1	grey
HES2	pink
HES3	turquoise
HES4	turquoise
HES5	turquoise
HES6	green
HESX1	grey
HEXA	grey
HEXB	lightgreen
HEXDC	grey
HEXIM1	greenyellow
HEXIM2	turquoise
HEY1	grey
HEY2	grey
HFE	brown
HGC6.3	turquoise
HGD	lightcyan
HGS	grey
HGSNAT	grey
HHATL	grey
HHEX	grey
HHIP	grey
HHLA2	green
HHLA3	grey
HIAT1	grey
HIATL1	grey
HIBADH	black
HIBCH	grey
HIC2	grey
HIF1A	pink
HIF1AN	cyan
HIGD1A	blue
HIGD2A	grey
HINFP	turquoise
HINT1	blue
HINT2	grey
HINT3	grey
HIP1	greenyellow
HIP1R	greenyellow
HIPK1	darkred
HIPK2	greenyellow
HIPK3	darkred
HIRA	greenyellow
HIRIP3	turquoise
HIST1H1A	grey
HIST1H1B	grey
HIST1H1C	grey
HIST1H1D	grey
HIST1H1E	grey
HIST1H1T	turquoise
HIST1H2AA	turquoise
HIST1H2AB	blue
HIST1H2AC	blue
HIST1H2AD	grey
HIST1H2AE	grey
HIST1H2AG	grey
HIST1H2AH	grey
HIST1H2AJ	grey
HIST1H2AK	grey
HIST1H2AL	grey
HIST1H2AM	grey
HIST1H2BA	turquoise
HIST1H2BB	turquoise
HIST1H2BC	grey
HIST1H2BD	blue
HIST1H2BE	grey
HIST1H2BF	grey
HIST1H2BG	grey
HIST1H2BH	grey
HIST1H2BI	grey
HIST1H2BJ	grey
HIST1H2BK	turquoise
HIST1H2BL	turquoise
HIST1H2BM	turquoise
HIST1H2BN	grey
HIST1H3A	grey
HIST1H3B	grey
HIST1H3C	grey
HIST1H3D	grey
HIST1H3E	grey
HIST1H3F	grey
HIST1H3G	grey
HIST1H3H	grey
HIST1H3I	grey
HIST1H3J	grey
HIST1H4A	grey
HIST1H4B	black
HIST1H4C	black
HIST1H4D	grey
HIST1H4E	blue
HIST1H4F	blue
HIST1H4G	turquoise
HIST1H4H	grey
HIST1H4I	turquoise
HIST1H4J	grey
HIST1H4L	grey
HIST2H2AB	blue
HIST2H2BA	turquoise
HIST2H2BE	grey
HIST2H2BF	red
HIST2H3D	grey
HIST3H2A	grey
HIST3H2BB	green
HIST3H3	turquoise
HIST4H4	grey
HIVEP1	grey
HIVEP2	yellow
HIVEP3	grey
HJURP	grey
HK1	yellow
HK2	brown
HK3	turquoise
HKDC1	pink
HKR1	grey
HLA-A	grey
HLA-C	grey
HLA-DMA	grey
HLA-DMB	grey
HLA-DOA	grey
HLA-DPA1	grey
HLA-DPB1	grey
HLA-DQA1	grey
HLA-DRA	grey
HLA-E	grey
HLA-F	grey
HLA-G	grey
HLCS	grey
HLF	grey
HLTF	black
HM13	grey
HMBOX1	greenyellow
HMBS	grey
HMCN1	grey
HMG20A	grey60
HMG20B	blue
HMGA1	grey60
HMGA2	grey
HMGB1	blue
HMGB2	black
HMGB3	grey
HMGB3P1	turquoise
HMGCL	grey
HMGCR	grey
HMGCS1	grey
HMGCS2	brown
HMGN1	grey
HMGN2	grey
HMGN2P46	grey
HMGN3	black
HMGN4	blue
HMGN5	black
HMGXB3	grey
HMGXB4	lightcyan
HMHA1	lightcyan
HMMR	black
HMOX1	brown
HMOX2	grey
HMSD	turquoise
HN1	yellow
HN1L	darkred
HNF1A	red
HNF4A	grey
HNF4G	grey
HNMT	grey
HNRNPA0	grey60
HNRNPA1	grey
HNRNPA1L2	black
HNRNPA2B1	black
HNRNPA3	grey
HNRNPA3P1	turquoise
HNRNPAB	greenyellow
HNRNPC	blue
HNRNPD	lightyellow
HNRNPF	brown
HNRNPH1	grey
HNRNPH2	grey
HNRNPH3	grey
HNRNPK	grey
HNRNPL	grey
HNRNPM	grey
HNRNPR	grey
HNRNPU	greenyellow
HNRNPUL1	grey
HNRNPUL2	greenyellow
HNRPDL	black
HOMER1	blue
HOMER2	brown
HOMER3	pink
HOOK1	grey
HOOK2	grey
HOOK3	lightgreen
HOPX	turquoise
HORMAD1	black
HOXA1	grey
HOXB2	grey
HP1BP3	turquoise
HPCA	grey
HPCAL1	greenyellow
HPD	turquoise
HPDL	turquoise
HPGD	grey
HPGDS	grey
HPN	turquoise
HPRT1	grey
HPS1	greenyellow
HPS3	grey
HPS4	grey
HPS5	grey
HPS6	turquoise
HPSE	brown
HPVC1	turquoise
HPX	turquoise
HPYR1	turquoise
HR	grey
HRAS	salmon
HRASLS	grey
HRASLS2	grey
HRC	turquoise
HRCT1	turquoise
HRK	red
HRSP12	blue
HS1BP3	cyan
HS2ST1	grey
HS3ST1	brown
HS3ST2	pink
HS3ST3B1	grey
HS3ST6	red
HS6ST1	greenyellow
HS6ST2	grey
HSBP1	blue
HSBP1L1	brown
HSCB	grey
HSD11B1	royalblue
HSD11B1L	green
HSD11B2	turquoise
HSD17B1	turquoise
HSD17B10	grey
HSD17B11	blue
HSD17B12	grey
HSD17B13	grey
HSD17B14	turquoise
HSD17B2	grey
HSD17B3	grey
HSD17B4	grey
HSD17B6	grey
HSD17B7	grey
HSD17B8	grey
HSD3B1	brown
HSD3B2	turquoise
HSD3B7	grey
HSD3BP4	turquoise
HSDL1	grey
HSDL2	blue
HSF1	grey
HSF2	black
HSF2BP	grey
HSF4	grey
HSH2D	grey
HSP90AA1	black
HSP90AB1	darkred
HSP90AB2P	turquoise
HSP90AB4P	turquoise
HSP90B1	grey
HSPA12A	grey
HSPA13	blue
HSPA14	blue
HSPA1A	greenyellow
HSPA1B	greenyellow
HSPA1L	darkred
HSPA2	turquoise
HSPA4	grey
HSPA4L	black
HSPA5	yellow
HSPA6	turquoise
HSPA7	turquoise
HSPA8	black
HSPA9	grey
HSPB1	yellow
HSPB11	black
HSPB3	turquoise
HSPB6	turquoise
HSPB9	turquoise
HSPBAP1	grey
HSPBP1	red
HSPD1	black
HSPG2	yellow
HSPH1	green
HTATIP2	royalblue
HTATSF1	greenyellow
HTR1A	turquoise
HTR1B	turquoise
HTR1D	turquoise
HTR2B	grey
HTR3A	brown
HTR3B	turquoise
HTR7	grey
HTR7P1	turquoise
HTRA1	salmon
HTRA2	grey
HTT	grey
HUNK	grey
HUS1	grey
HUS1B	turquoise
HUWE1	greenyellow
HVCN1	yellow
HYAL1	brown
HYAL2	lightcyan
HYAL3	turquoise
HYAL4	turquoise
HYI	grey
HYLS1	turquoise
HYOU1	yellow
IAH1	blue
IARS	grey
IARS2	grey
IBA57	grey
IBTK	brown
ICA1	grey
ICA1L	green
ICAM1	pink
ICAM2	brown
ICAM4	grey
ICAM5	grey
ICK	lightyellow
ICMT	grey
ICOSLG	grey
ICT1	grey
ID1	brown
ID2	grey
ID3	brown
ID4	grey
MCIN	red
IDE	grey
IDH1	royalblue
IDH2	darkred
IDH3A	grey
IDH3B	grey
IDH3G	cyan
IDI1	grey
IDO1	grey
IDS	grey
IDUA	grey
IER3	pink
IER3IP1	blue
IER5	grey
IER5L	grey
IFFO2	grey60
IFI16	grey
IFI27L1	grey
IFI27L2	grey
IFI30	grey
IFI35	brown
IFI44	grey
IFI44L	grey
IFI6	grey
IFIH1	brown
IFIT1	grey
IFIT2	royalblue
IFIT3	royalblue
IFIT5	blue
IFITM1	grey
IFITM10	grey
IFITM2	grey
IFITM3	grey
IFITM4P	turquoise
IFLTD1	green
IFNA1	turquoise
IFNA10	turquoise
IFNA14	turquoise
IFNA16	turquoise
IFNA17	turquoise
IFNA2	turquoise
IFNA21	turquoise
IFNA22P	turquoise
IFNA6	turquoise
IFNA7	turquoise
IFNA8	turquoise
IFNAR1	grey60
IFNAR2	grey
IFNB1	turquoise
IFNE	turquoise
IFNGR1	grey
IFNGR2	grey
IFNW1	turquoise
IFRD1	grey
IFRD2	yellow
IFT122	red
IFT140	red
IFT172	red
IFT20	blue
IFT27	red
IFT43	green
IFT46	green
IFT52	green
IFT57	green
IFT74	green
IFT80	green
IFT81	green
IFT88	green
IGBP1	grey
IGBP1P1	turquoise
IGF1R	greenyellow
IGF2BP2	greenyellow
IGF2BP3	grey
IGF2R	yellow
IGFBP2	grey
IGFBP3	grey
IGFBP4	salmon
IGFBP5	red
IGFBP6	grey
IGFBP7	grey
IGFBPL1	darkred
IGFL1	grey
IGFL2	turquoise
IGHMBP2	yellow
IGIP	turquoise
IGSF10	red
IGSF11	grey
IGSF3	yellow
IGSF5	grey
IGSF8	grey
IGSF9	grey
IHH	red
IK	red
IKBIP	grey
IKBKAP	grey
IKBKB	grey
IKBKE	yellow
IKZF2	grey
IKZF3	grey
IKZF4	darkred
IKZF5	grey
IL11	pink
IL11RA	grey
IL12A	green
IL12RB2	grey
IL13RA1	grey
IL13RA2	grey
IL15	grey
IL15RA	brown
IL16	red
IL17C	pink
IL17RA	greenyellow
IL17RB	grey
IL17RC	grey
IL17RD	yellow
IL17RE	grey
IL17REL	brown
IL18	grey
IL18R1	brown
IL19	brown
IL1A	grey
IL1B	grey
IL1R1	grey
IL1RAP	grey
IL1RL2	brown
IL1RN	brown
IL20RA	grey
IL20RB	brown
IL22RA1	brown
IL23A	grey
IL24	turquoise
IL26	turquoise
IL27	turquoise
IL27RA	grey
IL28A	turquoise
IL28RA	grey
IL2RG	brown
IL3	turquoise
IL31RA	pink
IL32	pink
IL33	black
IL34	grey
IL36A	brown
IL36G	lightcyan
IL36RN	turquoise
IL37	grey
IL4I1	turquoise
IL4R	yellow
IL5	turquoise
IL5RA	red
IL6	grey
IL6R	darkred
IL6ST	grey
IL7	green
IL7R	brown
IL8	grey
ILDR1	grey
ILF2	grey
ILF3	greenyellow
ILK	grey
ILKAP	blue
ILVBL	turquoise
IMMP1L	black
IMMT	grey
IMP3	grey
IMP4	grey
SPPL2C	turquoise
IMPA1	blue
IMPA2	grey
IMPACT	grey
IMPAD1	grey
IMPDH1	grey
IMPDH2	salmon
IMPG2	grey
INA	grey
INADL	grey60
INCA1	turquoise
INCENP	cyan
INF2	pink
ING1	grey
ING2	grey
ING3	grey
ING4	blue
ING5	grey
INGX	turquoise
INHBA	pink
INHBB	red
INO80	turquoise
INO80B	green
INO80C	grey
INO80D	grey
INO80E	grey
INPP1	grey
INPP4A	grey
INPP4B	grey
INPP5A	yellow
INPP5B	grey
INPP5D	grey
INPP5E	darkred
INPP5F	grey
INPP5J	turquoise
INPP5K	grey60
INPPL1	grey
INSC	grey
INSIG1	lightcyan
INSIG2	grey
INSL4	grey
INSM1	turquoise
INSM2	turquoise
INSR	grey
INTS1	grey
INTS10	black
INTS12	blue
INTS2	grey
INTS3	darkred
INTS4	grey
INTS6	grey
INTS7	grey
INTS8	black
INTS9	grey
INTU	green
INVS	grey
IP6K1	greenyellow
IP6K2	grey
IP6K3	darkred
IPMK	grey
IPO13	grey
IPO4	darkred
IPO5	grey
IPO7	grey
IPO8	cyan
IPO9	salmon
IPP	grey
IPPK	brown
IQCA1	darkred
IQCB1	grey
IQCC	red
IQCD	green
IQCE	darkred
IQCG	green
IQCH	green
IQCK	green
IQGAP1	greenyellow
IQGAP2	grey
IQGAP3	turquoise
IQSEC1	grey
IQSEC2	salmon
IQUB	green
IRAK1	yellow
IRAK1BP1	green
IRAK2	pink
IRAK3	grey
IRAK4	grey
IREB2	grey
IRF1	salmon
IRF2	grey
IRF2BP1	grey
IRF2BP2	cyan
IRF2BPL	darkred
IRF3	grey
IRF5	grey
IRF6	lightcyan
IRF7	grey
IRF9	grey
IRGQ	yellow
IRS1	grey
IRS2	grey
IRS4	turquoise
IRX1	grey
IRX2	yellow
IRX3	grey
IRX5	salmon
IRX6	grey
ISCA1	black
ISCA2	grey
ISCU	blue
ISG15	brown
ISG20	brown
ISG20L2	greenyellow
ISL1	grey
ISLR	turquoise
ISLR2	grey
ISM1	grey
ISM2	turquoise
ISOC1	grey
ISOC2	grey
ISPD	grey
IST1	greenyellow
ISYNA1	grey
ITCH	grey
ITFG1	grey
ITFG2	grey
ITFG3	grey
ITGA1	pink
ITGA10	turquoise
ITGA2	pink
ITGA3	pink
ITGA4	grey
ITGA5	pink
ITGA6	lightcyan
ITGA7	turquoise
ITGAE	blue
ITGAL	turquoise
ITGAM	grey
ITGAV	pink
ITGAX	turquoise
ITGB1	grey
ITGB1BP1	black
ITGB1BP2	grey
ITGB2	grey
ITGB3	grey
ITGB3BP	grey
ITGB4	yellow
ITGB5	grey
ITGB6	grey
ITGB7	grey
ITGB8	lightcyan
ITGBL1	grey
ITIH4	grey
ITLN1	brown
ITM2B	brown
ITM2C	grey
ITPA	grey
ITPK1	greenyellow
ITPKA	grey
ITPKB	grey
ITPKC	grey
ITPR1	grey
ITPR2	grey
ITPR3	pink
ITPRIP	turquoise
ITPRIPL2	yellow
ITSN1	grey
ITSN2	grey60
IVD	darkred
IVL	pink
IVNS1ABP	grey
IWS1	cyan
IYD	grey
IZUMO4	turquoise
JAG1	pink
JAG2	greenyellow
JAGN1	grey
JAK1	grey
JAK2	grey
JAK3	grey
JAKMIP1	turquoise
JAKMIP3	turquoise
JARID2	greenyellow
JAZF1	darkred
JDP2	grey
JHDM1D	grey
JKAMP	black
JMJD1C	grey
JMJD4	grey
KDM8	grey
JMJD6	grey
JMJD8	darkred
JMY	lightyellow
JOSD1	yellow
JOSD2	green
JPH1	grey
JPH2	grey
JPH3	grey
JRKL	grey
JTB	grey
JUN	turquoise
JUNB	turquoise
JUND	grey
JUP	yellow
KAAG1	turquoise
KAL1	pink
KALRN	darkred
KANK1	grey
KANK2	salmon
KANK3	brown
KANK4	grey
KANSL2	blue
KANSL3	grey
KARS	cyan
KAT2A	grey
KAT2B	grey
KAT5	grey
KAT6A	greenyellow
KAT6B	grey
KAT7	lightyellow
KAT8	grey
KATNA1	grey
KATNAL1	grey
KATNAL2	green
KATNB1	darkred
KAZALD1	brown
KAZN	grey
KBTBD10	green
KBTBD13	turquoise
KBTBD2	grey
KBTBD3	blue
KBTBD4	red
KBTBD7	turquoise
KBTBD8	grey
KCMF1	lightgreen
KCNA10	turquoise
KCNA3	turquoise
KCNA5	turquoise
KCNAB2	grey
KCNC4	yellow
KCND1	turquoise
KCNE1L	turquoise
KCNE3	brown
KCNF1	turquoise
KCNG1	pink
KCNH3	red
KCNJ11	turquoise
KCNJ15	grey
KCNJ16	brown
KCNJ2	grey
KCNJ5	yellow
KCNK1	grey
KCNK15	grey
KCNK3	lightcyan
KCNK4	turquoise
KCNK5	brown
KCNK6	brown
KCNMB3	grey
KCNMB4	lightcyan
KCNN3	brown
KCNN4	yellow
KCNQ1	grey
KCNQ1OT1	turquoise
KCNQ5	grey
KCNRG	green
KCNS3	turquoise
KCP	grey
KCTD1	darkred
KCTD10	greenyellow
KCTD11	grey
KCTD12	red
KCTD13	grey
KCTD14	brown
KCTD15	grey
KCTD16	grey
KCTD17	grey
KCTD18	lightyellow
KCTD2	grey60
KCTD20	grey
KCTD21	turquoise
KCTD3	grey
KCTD5	lightcyan
KCTD6	blue
KCTD7	grey
KCTD9	grey
KDELC1	grey
KDELC2	grey
KDELR1	grey60
KDELR2	brown
KDELR3	royalblue
KDM1A	grey
KDM1B	grey
KDM2A	greenyellow
KDM2B	grey
KDM3A	grey
KDM3B	greenyellow
KDM4A	greenyellow
KDM4B	turquoise
KDM4C	grey
KDM4D	grey
KDM4E	turquoise
KDM5A	cyan
KDM5B	cyan
KDM5C	grey
KDM5D	grey
KDM6A	grey
KDM6B	greenyellow
KDR	grey
KDSR	grey60
KEAP1	greenyellow
KHDRBS1	grey
KHDRBS3	grey
KHNYN	greenyellow
KHSRP	greenyellow
KIAA0020	blue
KIAA0040	yellow
EMC1	grey
KIAA0100	greenyellow
KIAA0101	black
KIAA0141	lightyellow
KIAA0146	turquoise
GSE1	greenyellow
KIAA0195	grey
KIAA0196	grey
KIAA0226	greenyellow
KIAA0232	lightyellow
KIAA0240	greenyellow
KIAA0247	yellow
KIAA0284	salmon
KIAA0317	greenyellow
KIAA0319	red
KIAA0319L	greenyellow
KIAA0355	salmon
KIAA0368	grey
KIAA0391	grey
KIAA0408	grey
AP5Z1	lightcyan
KIAA0430	greenyellow
KIAA0494	greenyellow
KIAA0513	greenyellow
KIAA0528	grey
KIAA0556	darkred
VWA8	grey
KIAA0664	greenyellow
KIAA0753	grey
KIAA0754	grey
KIAA0825	green
SOGA1	greenyellow
KIAA0895L	grey
KIAA0907	grey
KIAA0913	greenyellow
KIAA0922	grey
KIAA0930	grey
KIAA0947	grey
KIAA1009	green
KIAA1024	grey
KIAA1033	grey
KIAA1107	blue
KIAA1109	grey
KIAA1143	blue
KIAA1147	grey60
KIAA1161	greenyellow
KIAA1191	yellow
KIAA1199	brown
KIAA1211	grey
KIAA1217	greenyellow
KIAA1244	lightyellow
KIAA1257	red
KANSL1	grey
KIAA1279	grey60
KIAA1324	brown
KIAA1324L	grey
KIAA1328	grey
KIAA1377	green
KIAA1383	grey
KIAA1407	green
KIAA1429	grey
KIAA1430	black
KIAA1432	grey
KIAA1456	green
KIAA1462	grey
KIAA1467	grey
KIAA1468	grey
KIAA1522	greenyellow
KIAA1524	grey
UVSSA	grey
KIAA1549	darkred
KIAA1586	blue
KIAA1598	cyan
KIAA1609	grey
KIAA1644	grey
KIAA1671	grey
KIAA1704	blue
KIAA1715	grey
KIAA1731	black
KIAA1737	darkred
KIAA1751	red
KIAA1755	grey
FOCAD	grey
KIAA1804	grey
MSANTD4	grey
KIAA1841	green
KIAA1919	blue
KIAA1958	darkred
KIAA1967	grey
KIAA1984	grey
KIAA2013	blue
KIAA2026	grey
KIDINS220	cyan
KIF11	green
KIF12	turquoise
KIF13A	lightyellow
KIF13B	greenyellow
KIF14	grey
KIF15	grey
KIF16B	grey
KIF17	red
KIF18A	black
KIF19	red
KIF1B	greenyellow
KIF1C	lightcyan
KIF20A	red
KIF20B	black
KIF21A	grey
KIF22	grey
KIF23	grey
KIF24	red
KIF26B	grey
KIF27	green
KIF2B	turquoise
KIF2C	grey
KIF3A	green
KIF3B	darkred
KIF3C	pink
KIF4A	green
KIF4B	turquoise
KIF5A	turquoise
KIF5B	lightgreen
KIF6	green
KIF7	grey
KIF9	red
KIFAP3	red
KIFC1	grey
KIFC2	grey
KIFC3	pink
KIN	black
KIRREL	yellow
KIRREL3	grey
KISS1	grey
KIT	grey
KITLG	grey
KL	grey
KLC1	yellow
KLC2	yellow
KLC3	grey
KLC4	darkred
KLF10	grey
KLF11	grey
KLF12	grey
KLF13	lightcyan
KLF14	turquoise
KLF15	grey
KLF16	grey
KLF2	grey
KLF3	cyan
KLF4	brown
KLF5	greenyellow
KLF6	lightcyan
KLF7	pink
KLF8	brown
KLF9	brown
KLHDC1	grey
KLHDC10	salmon
KLHDC2	blue
KLHDC4	grey
KLHDC5	grey
KLHDC7A	brown
KLHDC7B	grey
KLHDC8A	grey
KLHDC8B	brown
KLHDC9	green
KLHL11	salmon
KLHL12	grey
KLHL13	grey
KLHL14	turquoise
KLHL15	grey
KLHL17	turquoise
KLHL18	greenyellow
KLHL2	grey
KLHL20	grey
KLHL21	yellow
KLHL22	grey
KLHL23	grey
KLHL24	grey
KLHL25	grey
KLHL26	greenyellow
KLHL28	blue
KLHL29	grey
KLHL3	grey
KLHL31	grey
KLHL32	green
KLHL33	turquoise
KLHL34	turquoise
KLHL35	grey
KLHL36	greenyellow
KLHL38	grey
KLHL5	grey
KLHL6	red
KLHL7	grey
KLHL8	grey
KLHL9	blue
KLK1	brown
KLK10	grey
KLK11	grey
KLK12	grey
KLK13	grey
KLK14	grey
KLK5	turquoise
KLK6	lightcyan
KLK7	brown
KLK8	brown
KLLN	turquoise
KLRAP1	grey
KLRD1	grey
KLRF1	grey
KLRG1	black
KLRG2	turquoise
KMO	grey
KNDC1	red
KNTC1	grey
KPNA1	grey
KPNA2	grey
KPNA3	grey
KPNA4	yellow
KPNA5	black
KPNA6	cyan
KPNA7	grey
KPNB1	yellow
KPTN	grey
KRAS	grey
KRBA1	yellow
KRBA2	grey
KRBOX1	turquoise
KRCC1	blue
KREMEN1	grey
KREMEN2	grey
KRR1	blue
KRT10	grey
KRT12	grey
KRT13	grey
KRT14	grey
KRT15	grey
KRT16	royalblue
KRT16P2	turquoise
KRT17	pink
KRT18	yellow
KRT23	brown
KRT31	grey
KRT33A	turquoise
KRT34	grey
KRT39	turquoise
KRT4	grey
KRT40	grey
KRT5	yellow
KRT6A	lightcyan
KRT6B	pink
KRT6C	grey
KRT7	pink
KRT75	pink
KRT78	brown
KRT8	grey
KRT80	brown
KRT86	turquoise
KRT8P41	turquoise
KRT9	turquoise
KRTAP10-1	turquoise
KRTAP10-10	turquoise
KRTAP10-11	turquoise
KRTAP10-2	turquoise
KRTAP10-3	turquoise
KRTAP10-5	turquoise
KRTAP10-7	turquoise
KRTAP10-8	turquoise
KRTAP10-9	turquoise
KRTAP1-1	turquoise
KRTAP11-1	turquoise
KRTAP12-1	turquoise
KRTAP12-2	turquoise
KRTAP12-3	turquoise
KRTAP12-4	turquoise
KRTAP1-3	turquoise
KRTAP13-1	turquoise
KRTAP13-2	turquoise
KRTAP13-3	turquoise
KRTAP13-4	turquoise
KRTAP1-5	turquoise
KRTAP15-1	turquoise
KRTAP16-1	turquoise
KRTAP17-1	turquoise
KRTAP19-1	turquoise
KRTAP19-2	turquoise
KRTAP19-3	turquoise
KRTAP19-4	turquoise
KRTAP19-5	turquoise
KRTAP19-6	turquoise
KRTAP19-7	turquoise
KRTAP19-8	turquoise
KRTAP20-3	turquoise
KRTAP2-1	turquoise
KRTAP21-2	turquoise
KRTAP21-3	turquoise
KRTAP2-2	turquoise
KRTAP22-2	turquoise
KRTAP23-1	turquoise
KRTAP2-4	turquoise
KRTAP24-1	turquoise
KRTAP25-1	turquoise
KRTAP26-1	turquoise
KRTAP27-1	turquoise
KRTAP3-1	turquoise
KRTAP3-2	turquoise
KRTAP3-3	turquoise
KRTAP4-1	turquoise
KRTAP4-11	turquoise
KRTAP4-12	turquoise
KRTAP4-2	turquoise
KRTAP4-3	turquoise
KRTAP4-4	turquoise
KRTAP4-5	turquoise
KRTAP4-6	turquoise
KRTAP4-7	turquoise
KRTAP4-8	turquoise
KRTAP4-9	turquoise
KRTAP5-1	turquoise
KRTAP5-10	turquoise
KRTAP5-11	turquoise
KRTAP5-2	turquoise
KRTAP5-3	turquoise
KRTAP5-4	turquoise
KRTAP5-5	turquoise
KRTAP5-6	turquoise
KRTAP5-7	turquoise
KRTAP5-8	turquoise
KRTAP5-9	turquoise
KRTAP6-2	turquoise
KRTAP6-3	turquoise
KRTAP7-1	turquoise
KRTAP8-1	turquoise
KRTAP9-1	turquoise
KRTAP9-3	turquoise
KRTAP9-4	turquoise
KRTAP9-8	turquoise
KRTAP9-9	turquoise
KRTCAP2	brown
KRTCAP3	grey
KSR1	grey
KTI12	turquoise
KTN1	grey
KXD1	grey
KYNU	grey
L1CAM	grey
L2HGDH	grey
L3MBTL1	grey
L3MBTL2	darkred
L3MBTL3	grey
L3MBTL4	grey
LACC1	grey
LACE1	black
LACTB	grey
LACTB2	grey
LAD1	yellow
LAG3	grey
LAGE3	grey
LAMA2	grey
LAMA3	brown
LAMA4	grey
LAMA5	grey
LAMB1	pink
LAMB2	yellow
LAMB2P1	turquoise
LAMB3	pink
LAMC1	grey
LAMC2	pink
LAMP1	yellow
LAMP2	lightcyan
LAMP3	darkred
LAMP5	turquoise
